ug_course,ug_specialization,interests,skills,ug_score,ug_score_num,Final_Cluster,Career_Group,SVD1,SVD2,SVD3,profile_doc
bcom,mechanical engineering,data analytics; financial analysis; human behavior; research; teaching; web design,accounting; artistic creative skills; editing; gathering information; linux,64.6,64.6,6,Finance / Accounting / Investment Analyst,1.2422327393682062,-0.6846514400981933,-0.5329477232039677,accounting  artistic creative skills  editing  gathering information  linux data analytics  financial analysis  human behavior  research  teaching  web design bcom mechanical engineering
be btech,accounting and finance,data analytics; data science; excel; machine learning,analytical thinking; c; cad cae autocad catia ansys proe seimensnx; client management; communication; critical thinking; data visualization; gathering information; interpersonal skills; negotiation; people management; presentation; problem solving; python; r; risk management skills; sql; teaching; writing,76,76.0,0,Data Analyst / BI Specialist,3.1434234735404223,-0.04958592309864218,-0.8658228544512765,analytical thinking  c  cad cae autocad catia ansys proe seimensnx  client management  communication  critical thinking  data visualization  gathering information  interpersonal skills  negotiation  people management  presentation  problem solving  python  r  risk management skills  sql  teaching  writing data analytics  data science  excel  machine learning be btech accounting and finance
be btech,mechanical engineering,teaching; technology,analytical thinking; leadership; social media marketing,71.155,71.155,1,Software Developer / Tech Generalist,1.4207190726512513,0.3989080515262861,0.9140582697682683,analytical thinking  leadership  social media marketing teaching  technology be btech mechanical engineering
be btech,mechanical engineering,entrepreneurship; financial analysis; human behavior; human biology; trading,accounting; business knowledge; excel; gathering informing; observation skills; people management; product knowledge,65.55,65.55,6,Finance / Accounting / Investment Analyst,1.4713052729078517,-0.6615161042133052,0.9442311442613598,accounting  business knowledge  excel  gathering informing  observation skills  people management  product knowledge entrepreneurship  financial analysis  human behavior  human biology  trading be btech mechanical engineering
be btech,engineering,technology; web design,programming language skills; python; wealth management,70.3,70.3,1,Software Developer / Tech Generalist,1.31440192454289,1.0844786537336453,0.39160317899991315,programming language skills  python  wealth management technology  web design be btech engineering
bsc,computer science,technology,artificial intelligence; python,77.9,77.9,1,Software Developer / Tech Generalist,0.8879536726348223,0.6443856828364652,0.15390122393066274,artificial intelligence  python technology bsc computer science
be btech,mechanical engineering,data analytics; supply chain,active listening; leadership; people management,71.25,71.25,1,Software Developer / Tech Generalist,1.314312841354159,0.08596840983150578,0.5709737891789041,active listening  leadership  people management data analytics  supply chain be btech mechanical engineering
mba,computer science engineering,data analytics; service; technology; trading,business knowledge; product knowledge,60,60.0,4,Sales & Marketing / Business Development,0.9065099466669297,-0.03590464746733657,-0.0902501407953733,business knowledge  product knowledge data analytics  service  technology  trading mba computer science engineering
be btech,management,government job; web design; web development,accounting; analytical thinking; artistic creative skills; business knowledge; c; civil criminal law; content creation; critical thinking; data visualization; editing; etabs; finance related skills; human resources; java; machine learning; mass communication; medical knowledge; presentation; problem solving; product knowledge; proeficiency in software like staad pro; python; social media marketing; writing,69,69.0,7,Research Analyst / Consultant,2.7974574384917634,-0.4223645437899084,-0.8825393330484307,accounting  analytical thinking  artistic creative skills  business knowledge  c  civil criminal law  content creation  critical thinking  data visualization  editing  etabs  finance related skills  human resources  java  machine learning  mass communication  medical knowledge  presentation  problem solving  product knowledge  proeficiency in software like staad pro  python  social media marketing  writing government job  web design  web development be btech management
be btech,mechanical engineering,research,active listening; java; programming language skills; risk management skills; sql; writing,85.5,85.5,8,EdTech / Teaching / Curriculum Designer,1.4612329304252587,0.37232817257425543,-0.08195191584269307,active listening  java  programming language skills  risk management skills  sql  writing research be btech mechanical engineering
be btech,computer science engineering,technology,artificial intelligence; c; editing; finance related skills; java; programming language skills; python; sql,62,62.0,5,AI/ML Engineer / Data Scientist,1.8533228836932083,1.4975172938915735,-0.28190843299682333,artificial intelligence  c  editing  finance related skills  java  programming language skills  python  sql technology be btech computer science engineering
be btech,computer science engineering,technology,c; excel; logical thinking; problem solving; team work; writing,71.25,71.25,1,Software Developer / Tech Generalist,1.5568456018360852,0.465790520970204,1.3139047740013876,c  excel  logical thinking  problem solving  team work  writing technology be btech computer science engineering
be btech,information technalogy,industry; information technology; technology,hardware; plc scada vlsi dcs,85.69,85.69,8,EdTech / Teaching / Curriculum Designer,0.8372516504013624,0.60145964865539,0.5245407101614846,hardware  plc scada vlsi dcs industry  information technology  technology be btech information technalogy
be btech,instrumentation engineering,data analytics; financial analysis; research; technology,business knowledge; communication; critical thinking; java; leadership; problem solving; programming language skills; python; sql,62.7,62.7,0,Data Analyst / BI Specialist,2.847608075228515,0.27664505985002463,-0.5222307515172204,business knowledge  communication  critical thinking  java  leadership  problem solving  programming language skills  python  sql data analytics  financial analysis  research  technology be btech instrumentation engineering
be btech,electronics and communication engineering,teaching; technology,creativity skills; programming; team work,68.4,68.4,9,Operations / IT Generalist / Corporate,1.0786305326650067,0.5688098878195742,0.9477688007867917,creativity skills  programming  team work teaching  technology be btech electronics and communication engineering
be btech,civil engineering,software development,artificial intelligence; machine learning; python,74.1,74.1,1,Software Developer / Tech Generalist,1.065913939698984,1.0537417102826816,0.341369302244018,artificial intelligence  machine learning  python software development be btech civil engineering
pharmacy,programming,data analytics; data science; financial analysis; infrastructure; service; supply chain; technology; web development,accounting; analytical thinking; artificial intelligence; business knowledge; c; cloud computing; communication; etabs; finance related skills; java; linux; machine learning; medical knowledge; proeficiency in software like staad pro; python; r; sql,65.61,65.61,0,Data Analyst / BI Specialist,2.644035015556635,0.5762543220748281,-1.5715546729565544,accounting  analytical thinking  artificial intelligence  business knowledge  c  cloud computing  communication  etabs  finance related skills  java  linux  machine learning  medical knowledge  proeficiency in software like staad pro  python  r  sql data analytics  data science  financial analysis  infrastructure  service  supply chain  technology  web development pharmacy programming
be btech,pharmacy,construction; construction management; urban planning,etabs; proeficiency in software like staad pro,79.8,79.8,1,Software Developer / Tech Generalist,0.6243102040540305,0.5697438696142085,0.8501376389520585,etabs  proeficiency in software like staad pro construction  construction management  urban planning be btech pharmacy
bsc,civil engineering,technology,programming,62,62.0,9,Operations / IT Generalist / Corporate,0.575918181383738,0.2873250495244675,0.1750895357104128,programming technology bsc civil engineering
be btech,computer science engineering,web design; web development,javascript,95,95.0,1,Software Developer / Tech Generalist,0.5660819246225157,0.5796711219139896,0.2622447156862238,javascript web design  web development be btech computer science engineering
msc,mathematics,technology,communication,78.85,78.85,1,Software Developer / Tech Generalist,0.7648075082087642,0.09465817894927805,0.5066265696184618,communication technology msc mathematics
be btech,chemistry,research; teaching; technology,gathering informing; leadership; market research; team work,83.6,83.6,8,EdTech / Teaching / Curriculum Designer,1.2540163077776134,0.0812768364025036,0.9721132573010899,gathering informing  leadership  market research  team work research  teaching  technology be btech chemistry
be btech,automobile engineering,financial analysis; teaching; technology,accounting; communication; editing; excel; presentation; reading; subject knowledge; writing,70,70.0,9,Operations / IT Generalist / Corporate,1.753814970853811,-0.3311135359200945,0.9336809213232772,accounting  communication  editing  excel  presentation  reading  subject knowledge  writing financial analysis  teaching  technology be btech automobile engineering
be btech,mathematics,entrepreneurship,logical thinking; observation skills; programming,84.55,84.55,8,EdTech / Teaching / Curriculum Designer,0.6378059338617248,0.29675309179861065,0.8077281924392631,logical thinking  observation skills  programming entrepreneurship be btech mathematics
be btech,automobile engineering,entrepreneurship; financial analysis; human behavior; technology,accounting; active listening; building rapport; c; communication; editing; excel; gathering informing; interpersonal skills; java; news gathering; observation skills; presentation; problem solving; product knowledge; programming; sql; work under pressure,78.565,78.565,2,Entrepreneur / Product Manager,2.783512188060973,-0.46633389356087274,1.587695510509246,accounting  active listening  building rapport  c  communication  editing  excel  gathering informing  interpersonal skills  java  news gathering  observation skills  presentation  problem solving  product knowledge  programming  sql  work under pressure entrepreneurship  financial analysis  human behavior  technology be btech automobile engineering
be btech,computer science engineering,data analytics; data science; social media marketing,analytical thinking; aws; c; data visualization; java; python; sql,80.75,80.75,0,Data Analyst / BI Specialist,1.7968252340871764,1.3928104263576395,-0.9233392550508333,analytical thinking  aws  c  data visualization  java  python  sql data analytics  data science  social media marketing be btech computer science engineering
be btech,information technology,human behavior; technology,business knowledge; communication; excel; leadership; machine learning; negotiation; people management; product knowledge; team work,74.1,74.1,2,Entrepreneur / Product Manager,2.069625637971643,-0.4321861214177529,1.2725382831200387,business knowledge  communication  excel  leadership  machine learning  negotiation  people management  product knowledge  team work human behavior  technology be btech information technology
msc,information technology,content writing; customer service; data analytics; data science; digital marketing; financial analysis; gaming; government job; human behavior; human biology; interior design; journalism; market research; navy defence related; research; retail; sales and marketing; social causes; social justice; social media marketing; supply chain; trading; urban planning; web design; web development,active listening; analytical thinking; client management; communication; critical thinking; data visualization; designing skills; editing; gathering information; hospitality; leadership; machine learning; medical knowledge; negotiation; people management; presentation; problem solving; product knowledge; python; r; risk management skills; sales; writing,74.86,74.86,7,Research Analyst / Consultant,4.145456197851319,-2.379213875450792,-1.6729196841654852,active listening  analytical thinking  client management  communication  critical thinking  data visualization  designing skills  editing  gathering information  hospitality  leadership  machine learning  medical knowledge  negotiation  people management  presentation  problem solving  product knowledge  python  r  risk management skills  sales  writing content writing  customer service  data analytics  data science  digital marketing  financial analysis  gaming  government job  human behavior  human biology  interior design  journalism  market research  navy defence related  research  retail  sales and marketing  social causes  social justice  social media marketing  supply chain  trading  urban planning  web design  web development msc information technology
be btech,accounting and finance,entrepreneurship; human behavior; research; sales and marketing; social justice; teaching; technology,c; communication; designing skills; editing; excel; interpersonal skills; leadership; logical thinking; mass communication; presentation; problem solving; product knowledge; programming; reading; sales; team work; work under pressure; writing,83.315,83.315,2,Entrepreneur / Product Manager,2.8966434607813074,-1.570544350176378,1.73881958992274,c  communication  designing skills  editing  excel  interpersonal skills  leadership  logical thinking  mass communication  presentation  problem solving  product knowledge  programming  reading  sales  team work  work under pressure  writing entrepreneurship  human behavior  research  sales and marketing  social justice  teaching  technology be btech accounting and finance
be btech,physics,research,designing skills,72.2,72.2,1,Software Developer / Tech Generalist,0.8201846563209104,0.34219577916168864,0.7726736851377602,designing skills research be btech physics
bsc,automobile engineering,data science; government job; technology,active listening; editing; python; r,80.085,80.085,8,EdTech / Teaching / Curriculum Designer,1.1591347640100518,0.2778849556324722,-0.4994270756645979,active listening  editing  python  r data science  government job  technology bsc automobile engineering
be btech,automobile engineering,data science; machine learning,python,81.7,81.7,8,EdTech / Teaching / Curriculum Designer,0.8561914275753604,0.8217850316876348,-0.04603668323749867,python data science  machine learning be btech automobile engineering
be btech,mathematics,app development,architecture; c; java; php; python; sql,79.8,79.8,5,AI/ML Engineer / Data Scientist,1.2383750062023846,1.2184880403638663,0.2782856785469989,architecture  c  java  php  python  sql app development be btech mathematics
bca,computer science engineering,government job; research; teaching; technology,active listening; business knowledge; c; critical thinking; negotiation; people management; programming language skills,98,98.0,3,Civil Services / Government / Research,1.570404122518293,-0.5724367512267391,-0.1743132669791616,active listening  business knowledge  c  critical thinking  negotiation  people management  programming language skills government job  research  teaching  technology bca computer science engineering
bcom,computer science engineering,financial analysis; research; technology,accounting; business knowledge; cost accounting; people management; reading; work under pressure,69,69.0,6,Finance / Accounting / Investment Analyst,1.2433404176466694,-0.6553533408662976,0.459148125413722,accounting  business knowledge  cost accounting  people management  reading  work under pressure financial analysis  research  technology bcom computer science engineering
be btech,programming,cloud computing; data analytics; data science; sap mm,c; linux; problem solving; python,65.265,65.265,9,Operations / IT Generalist / Corporate,1.4195559636581492,0.9159563984957593,-0.5280227319477779,c  linux  problem solving  python cloud computing  data analytics  data science  sap mm be btech programming
be btech,accounting and finance,technology,no,85.5,85.5,8,EdTech / Teaching / Curriculum Designer,0.7622338340400175,0.6126588296565618,0.616852656779227,no technology be btech accounting and finance
mba,computer science engineering,agriculture; digital marketing; information technology; machine learning; market research; services; social justice; social media marketing; technology; web design; web development,artificial intelligence; artistic creative skills; aws; business knowledge; communication; critical thinking; designing skills; gathering information; it recruitment; leadership; machine learning; php; programming language skills; sales; social media marketing,55,55.0,7,Research Analyst / Consultant,2.157718522792586,-0.7201155537143901,-0.9773168916829968,artificial intelligence  artistic creative skills  aws  business knowledge  communication  critical thinking  designing skills  gathering information  it recruitment  leadership  machine learning  php  programming language skills  sales  social media marketing agriculture  digital marketing  information technology  machine learning  market research  services  social justice  social media marketing  technology  web design  web development mba computer science engineering
be btech,electronics and communication engineering,data science; human behavior; web development,programming language skills; python; writing,71.25,71.25,1,Software Developer / Tech Generalist,1.356194144179227,0.8197773906479268,0.03581436904728119,programming language skills  python  writing data science  human behavior  web development be btech electronics and communication engineering
journalism,econamics,content writing,editing,59,59.0,4,Sales & Marketing / Business Development,0.16341179104635734,-0.18796455724331113,-0.1042213014249199,editing content writing journalism econamics
pharmacy,information technology,entrepreneurship; teaching,sales; subject knowledge,60,60.0,4,Sales & Marketing / Business Development,0.25329635812042095,-0.2823622568319613,0.2092911936124045,sales  subject knowledge entrepreneurship  teaching pharmacy information technology
d ed,video editing,entrepreneurship; teaching,reading; sales,57,57.0,4,Sales & Marketing / Business Development,0.25631157948439126,-0.3092670459431255,0.2676852990344829,reading  sales entrepreneurship  teaching d ed video editing
bsc,zoology,financial analysis; government job,active listening; communication; java; teaching,80.75,80.75,8,EdTech / Teaching / Curriculum Designer,0.8355181197008947,-0.5175748129436605,-0.18961575342394882,active listening  communication  java  teaching financial analysis  government job bsc zoology
be btech,computer applications,data science; machine learning,backend development; c; competitive programming; data structures; kivy; problem solving; python; spring boot; spring framework,87.59,87.59,8,EdTech / Teaching / Curriculum Designer,1.1509105274756863,0.7428444411547116,-0.18785915194677605,backend development  c  competitive programming  data structures  kivy  problem solving  python  spring boot  spring framework data science  machine learning be btech computer applications
bba,statistics,trading,leadership,69,69.0,9,Operations / IT Generalist / Corporate,0.4407163868513432,-0.2385233932144214,-0.011541330353815688,leadership trading bba statistics
mca,computer science engineering,government job; technology,analytical thinking; communication; product knowledge; risk management skills,45,45.0,4,Sales & Marketing / Business Development,1.0357050239418348,-0.20502720629891344,-0.0627729173249582,analytical thinking  communication  product knowledge  risk management skills government job  technology mca computer science engineering
hh,accounting and finance,social justice,people management,69.35,69.35,9,Operations / IT Generalist / Corporate,0.335080566386427,-0.2025031279475375,-0.03144483607258789,people management social justice hh accounting and finance
bba,econamics,financial analysis; research; sales and marketing; trading,business knowledge; communication; finance related skills; interpersonal skills; leadership,78.185,78.185,6,Finance / Accounting / Investment Analyst,1.3019778108792122,-1.1811124403680577,0.48374240236385657,business knowledge  communication  finance related skills  interpersonal skills  leadership financial analysis  research  sales and marketing  trading bba econamics
be btech,finance,blockchain; data analytics; data science; financial analysis; information technology; technology; trading,analytical thinking; c; communication; leadership; linux; problem solving; sql,73.72,73.72,0,Data Analyst / BI Specialist,2.5422341132833095,0.439467815738548,0.013669218270627226,analytical thinking  c  communication  leadership  linux  problem solving  sql blockchain  data analytics  data science  financial analysis  information technology  technology  trading be btech finance
bca,computer engineering,data analytics; government job; research; technology; web design,active listening; analytical thinking; artistic creative skills; business knowledge; c; communication; critical thinking; data visualization; designing skills; editing; finance related skills; gathering information; hardware; java; leadership; linux; machine learning; mass communication; matlab; negotiation; presentation; problem solving; programming language skills; python; r; social media marketing; sql; writing,76,76.0,7,Research Analyst / Consultant,4.17152736856962,-0.8158244891211783,-1.6057160087230717,active listening  analytical thinking  artistic creative skills  business knowledge  c  communication  critical thinking  data visualization  designing skills  editing  finance related skills  gathering information  hardware  java  leadership  linux  machine learning  mass communication  matlab  negotiation  presentation  problem solving  programming language skills  python  r  social media marketing  sql  writing data analytics  government job  research  technology  web design bca computer engineering
be btech,programming,construction management,etabs; proeficiency in software like staad pro,71.25,71.25,1,Software Developer / Tech Generalist,0.618529383515593,0.5677178866915695,0.822815838813977,etabs  proeficiency in software like staad pro construction management be btech programming
be btech,civil engineering,data analytics; data science; technology; web development,artificial intelligence; c; data visualization; linux; machine learning; python; r; sql,74.1,74.1,5,AI/ML Engineer / Data Scientist,2.1705110251137265,1.8397499249574596,-0.6311129266679639,artificial intelligence  c  data visualization  linux  machine learning  python  r  sql data analytics  data science  technology  web development be btech civil engineering
bsc,computer science engineering,content writing; digital marketing; human behavior; journalism,active listening; communication; content creation; critical thinking; editing; gathering information; mass communication; people management; problem solving; writing,78,78.0,3,Civil Services / Government / Research,1.8224552794663853,-1.3705237437563227,-0.04157203479639898,active listening  communication  content creation  critical thinking  editing  gathering information  mass communication  people management  problem solving  writing content writing  digital marketing  human behavior  journalism bsc computer science engineering
bcom,chemistry,human behavior; human biology; research,communication; observation skills; people management; reporting; writing,76,76.0,3,Civil Services / Government / Research,1.0310157213098312,-0.8720702026841542,0.5208060591422798,communication  observation skills  people management  reporting  writing human behavior  human biology  research bcom chemistry
bcom,botany,technology,artificial intelligence; machine learning; python,57.475,57.475,4,Sales & Marketing / Business Development,0.8188372103566076,0.49275195479543993,-0.3913839867923578,artificial intelligence  machine learning  python technology bcom botany
bcom,computer science engineering,financial analysis,accounting; business knowledge; finance related skills; people management,59,59.0,6,Finance / Accounting / Investment Analyst,0.6341205060891912,-0.759030797072064,0.004486775113124914,accounting  business knowledge  finance related skills  people management financial analysis bcom computer science engineering
be btech,accounting and finance,data science; information technology,artificial intelligence; c; data visualization; linux; python; sql,88.73,88.73,5,AI/ML Engineer / Data Scientist,1.3757354665071244,1.2141809389120526,-0.6028450814489018,artificial intelligence  c  data visualization  linux  python  sql data science  information technology be btech accounting and finance
ba,computer science engineering,teaching,teaching,62,62.0,9,Operations / IT Generalist / Corporate,0.3700779684847969,0.06385111921700042,-0.010186117241329583,teaching teaching ba computer science engineering
be btech,political science,teaching,java,58.615,58.615,4,Sales & Marketing / Business Development,0.5862363525426924,0.43006743625697463,0.3735619969249353,java teaching be btech political science
be btech,computer science engineering,technology,no,78.85,78.85,1,Software Developer / Tech Generalist,0.9680306514620839,0.8924939757448619,1.0245849521869672,no technology be btech computer science engineering
be btech,computer science engineering,entrepreneurship,critical thinking; gathering informing; leadership; risk managing; team work,74.1,74.1,1,Software Developer / Tech Generalist,1.2178539506990713,0.10511843433860724,1.270627580947567,critical thinking  gathering informing  leadership  risk managing  team work entrepreneurship be btech computer science engineering
diploma,automobile engineering,design,analytical thinking; communication; designing skills; editing; hardware; leadership; problem solving; product knowledge; risk management skills,60,60.0,4,Sales & Marketing / Business Development,1.2887667117128545,-1.0523577111215934,-0.20580199356223228,analytical thinking  communication  designing skills  editing  hardware  leadership  problem solving  product knowledge  risk management skills design diploma automobile engineering
be btech,unknown,geography and geology; research; teaching,analytical thinking; communication; interpersonal skills; oracle; programming; sql,70.775,70.775,1,Software Developer / Tech Generalist,1.573156126163771,0.24378952271697768,0.6665282181793286,analytical thinking  communication  interpersonal skills  oracle  programming  sql geography and geology  research  teaching be btech unknown
be btech,electrical and electronics engineering,construction,active listening; communication; leadership; people management; problem solving; risk management skills,68,68.0,9,Operations / IT Generalist / Corporate,1.5500590278903612,-0.5058558310023722,0.2872564633692636,active listening  communication  leadership  people management  problem solving  risk management skills construction be btech electrical and electronics engineering
be btech,civil engineering,research,accounting; cost accounting,58,58.0,4,Sales & Marketing / Business Development,0.6498317719074225,0.13187141839670768,0.34958667457012316,accounting  cost accounting research be btech civil engineering
be btech,computer science engineering,technology,java; programming; sql; team work,75.81,75.81,5,AI/ML Engineer / Data Scientist,1.3778289239994712,1.1424830948891933,1.1222392224291893,java  programming  sql  team work technology be btech computer science engineering
bca,computer science engineering,financial analysis; human behavior,leadership,70,70.0,9,Operations / IT Generalist / Corporate,0.6473798919135856,-0.2926843134144063,0.023063060319243656,leadership financial analysis  human behavior bca computer science engineering
be btech,computer applications,entrepreneurship; technology,creativity skills; leadership; market research; programming; teamwork,78.85,78.85,1,Software Developer / Tech Generalist,1.214014922017764,0.4357095576492275,1.396910911941514,creativity skills  leadership  market research  programming  teamwork entrepreneurship  technology be btech computer applications
be btech,computer science engineering,financial analysis,analytical thinking; excel; machine learning; problem solving; python; risk managing; sql; tableau,69.065,69.065,5,AI/ML Engineer / Data Scientist,1.8110099574825433,0.7588408364702772,-0.1698444900603902,analytical thinking  excel  machine learning  problem solving  python  risk managing  sql  tableau financial analysis be btech computer science engineering
be btech,engineering,industry,mechanical maintenance,80.75,80.75,8,EdTech / Teaching / Curriculum Designer,0.4837916929903909,0.4088505896575872,0.4296632512447761,mechanical maintenance industry be btech engineering
bca,mechanical engineering,data analytics; human behavior; human biology; interior design; journalism; technology,active listening; analytical thinking; artificial intelligence; artistic creative skills; cloud computing; communication; critical thinking; designing skills; gathering information; human resources; interpersonal skills; leadership; linux; machine learning; mass communication; medical knowledge; negotiation; people management; presentation; problem solving; risk management skills; social media marketing; sql; writing,86,86.0,7,Research Analyst / Consultant,3.38099848836238,-1.6345856320945062,-0.9511359756601517,active listening  analytical thinking  artificial intelligence  artistic creative skills  cloud computing  communication  critical thinking  designing skills  gathering information  human resources  interpersonal skills  leadership  linux  machine learning  mass communication  medical knowledge  negotiation  people management  presentation  problem solving  risk management skills  social media marketing  sql  writing data analytics  human behavior  human biology  interior design  journalism  technology bca mechanical engineering
be btech,computer applications,data analytics; data science; research,active listening; communication; gathering information; matlab; problem solving; teaching,81,81.0,8,EdTech / Teaching / Curriculum Designer,1.6615782236863705,-0.14389521498031121,-0.4369128601049209,active listening  communication  gathering information  matlab  problem solving  teaching data analytics  data science  research be btech computer applications
msc,instrumentation engineering,entrepreneurship; financial analysis; research; technology; trading,accounting; analytical thinking; building rapport; business knowledge; c; communication; cost accounting; creativity skills; critical thinking; derivatives; designing skills; editing; leadership; logical thinking; market research; negotiation; observation skills; problem solving; product knowledge; python; risk managing; team work,68.4,68.4,2,Entrepreneur / Product Manager,2.9249937071366503,-1.5582701576509344,0.3765908508408799,accounting  analytical thinking  building rapport  business knowledge  c  communication  cost accounting  creativity skills  critical thinking  derivatives  designing skills  editing  leadership  logical thinking  market research  negotiation  observation skills  problem solving  product knowledge  python  risk managing  team work entrepreneurship  financial analysis  research  technology  trading msc instrumentation engineering
bba,mathematics,sales and marketing,reporting; team work,65.55,65.55,9,Operations / IT Generalist / Corporate,0.35322990597161563,-0.20388495469624696,0.21437526902027573,reporting  team work sales and marketing bba mathematics
mba,human resources,sales and marketing,c i t; leadership,65.55,65.55,9,Operations / IT Generalist / Corporate,0.428419073072011,-0.3265007554703616,0.01411604284217742,c i t  leadership sales and marketing mba human resources
bba,business administration,sales and marketing,communication; leadership; reporting; team work,65.55,65.55,9,Operations / IT Generalist / Corporate,0.7671584622982669,-0.6438228105454765,0.25306603732451693,communication  leadership  reporting  team work sales and marketing bba business administration
be btech,marketing,data analytics; gaming; technology,active listening; artistic creative skills; editing; gathering information; problem solving; sql,60,60.0,4,Sales & Marketing / Business Development,1.7037146320083352,0.2599964651195066,-0.295537150648744,active listening  artistic creative skills  editing  gathering information  problem solving  sql data analytics  gaming  technology be btech marketing
be btech,computer science,technology,artistic skills; c; communication; editing; excel; python; sql,60,60.0,5,AI/ML Engineer / Data Scientist,1.6363461501632095,0.7700183566747492,0.15577266748944213,artistic skills  c  communication  editing  excel  python  sql technology be btech computer science
bsc,computer science engineering,data analytics; financial analysis; social media marketing,analytical thinking; business knowledge; critical thinking; sql,56.335,56.335,4,Sales & Marketing / Business Development,1.2109127411416543,-0.2001491633597256,-0.75572714037173,analytical thinking  business knowledge  critical thinking  sql data analytics  financial analysis  social media marketing bsc computer science engineering
be btech,information technology,data analytics; data science; research; technology,active listening; artistic creative skills; communication; critical thinking; data visualization; gathering information; presentation; problem solving; risk management skills; writing,75,75.0,3,Civil Services / Government / Research,2.6654897237523123,-0.3096945202594509,-0.21326378327252532,active listening  artistic creative skills  communication  critical thinking  data visualization  gathering information  presentation  problem solving  risk management skills  writing data analytics  data science  research  technology be btech information technology
be btech,computer science engineering,entrepreneurship; sales and marketing; teaching,business knowledge; communication; creativity skills; excel; interpersonal skills; leadership; logical thinking; market research; negotiation; observation skills; presentation; sales; team work; work under pressure,84.55,84.55,2,Entrepreneur / Product Manager,1.9229413257871082,-1.1578434266174518,1.6657622343403058,business knowledge  communication  creativity skills  excel  interpersonal skills  leadership  logical thinking  market research  negotiation  observation skills  presentation  sales  team work  work under pressure entrepreneurship  sales and marketing  teaching be btech computer science engineering
be btech,automobile engineering,data analytics,c; programming language skills; python; r; sas,65,65.0,9,Operations / IT Generalist / Corporate,1.2434776809620636,1.0710277564388542,-0.5178413162075167,c  programming language skills  python  r  sas data analytics be btech automobile engineering
be btech,electronics,financial analysis,accounting; analytical thinking; finance related skills; negotiation; people management,66,66.0,6,Finance / Accounting / Investment Analyst,1.1205974509995271,-0.19519939329306946,0.19505981909496253,accounting  analytical thinking  finance related skills  negotiation  people management financial analysis be btech electronics
bcom,electronics and communication engineering,financial analysis,accounting; analytical thinking; communication; cost accounting; excel; gathering informing; interpersonal skills; leadership; people management; problem solving; team work; work under pressure,68.59,68.59,6,Finance / Accounting / Investment Analyst,1.65697972973038,-1.4592275748100882,0.5102033284980282,accounting  analytical thinking  communication  cost accounting  excel  gathering informing  interpersonal skills  leadership  people management  problem solving  team work  work under pressure financial analysis bcom electronics and communication engineering
be btech,accounting and finance,technology,analytical thinking; artificial intelligence; excel; gathering informing; machine learning; python; sql; tableau; team work,66.5,66.5,5,AI/ML Engineer / Data Scientist,1.8603339924286981,1.1178908478275147,0.12760833774976957,analytical thinking  artificial intelligence  excel  gathering informing  machine learning  python  sql  tableau  team work technology be btech accounting and finance
be btech,computer science engineering,data science; human behavior; human biology; technology,active listening; business knowledge; lotus notes,60,60.0,4,Sales & Marketing / Business Development,1.3270161821871667,0.243244826900549,0.30570859774299175,active listening  business knowledge  lotus notes data science  human behavior  human biology  technology be btech computer science engineering
be btech,computer science,data analytics; data science; information technology; technology,active listening; analytical thinking; business knowledge; client management; critical thinking; gathering information; human resources; it recruitment; negotiation; people management; programming language skills; sql,57.08,57.08,0,Data Analyst / BI Specialist,2.3771979815809177,0.10603013831488295,-0.8116673239373567,active listening  analytical thinking  business knowledge  client management  critical thinking  gathering information  human resources  it recruitment  negotiation  people management  programming language skills  sql data analytics  data science  information technology  technology be btech computer science
be btech,information technalogy it,information technology,c; communication; critical thinking; data visualization; leadership; machine learning; programming language skills; python,73,73.0,0,Data Analyst / BI Specialist,1.9241003319115393,0.6065749743604587,-0.20656453169696454,c  communication  critical thinking  data visualization  leadership  machine learning  programming language skills  python information technology be btech information technalogy it
be btech,electrical and electronics engineering,human behavior,active listening; communication; designing skills,79.8,79.8,1,Software Developer / Tech Generalist,1.1848157763637368,-0.01579052615722898,0.7906243747237279,active listening  communication  designing skills human behavior be btech electrical and electronics engineering
be btech,engineering,data analytics,data visualization; machine learning; problem solving; python,73,73.0,1,Software Developer / Tech Generalist,1.437433203315374,0.9020901724263083,-0.154456770727656,data visualization  machine learning  problem solving  python data analytics be btech engineering
be btech,electrical and electronics engineering,software development,no,74.1,74.1,1,Software Developer / Tech Generalist,0.635628226246084,0.6550269628060226,0.9125527673748821,no software development be btech electrical and electronics engineering
be btech,mechanical engineering,technology,artificial intelligence; c; java; leadership; logical thinking; machine learning; observation skills; oracle; presentation; problem solving; product knowledge; programming; python; sql; subject knowledge; team work; work under pressure; writing,87.4,87.4,2,Entrepreneur / Product Manager,2.631951605212879,0.5821259897359333,0.705245068823548,artificial intelligence  c  java  leadership  logical thinking  machine learning  observation skills  oracle  presentation  problem solving  product knowledge  programming  python  sql  subject knowledge  team work  work under pressure  writing technology be btech mechanical engineering
be btech,computer science engineering,technology,linux,56.525,56.525,4,Sales & Marketing / Business Development,0.8292266931189336,0.7242801005457509,0.5191719096944403,linux technology be btech computer science engineering
bsc,electrical and electronics engineering,research; technology,creativity skills; leadership; observation skills; people management; python; risk managing; team work,88.92,88.92,8,EdTech / Teaching / Curriculum Designer,1.2830099979309229,-0.19719043018017168,0.42251565103924027,creativity skills  leadership  observation skills  people management  python  risk managing  team work research  technology bsc electrical and electronics engineering
