What was your course in UG?,What is your UG specialization? Major Subject (Eg; Mathematics),What are your interests?,What are your skills ? (Select multiple if necessary),What was the average CGPA or Percentage obtained in under graduation?,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,PC1,PC2,PC3,Final_Cluster,SVD1,SVD2,SVD3
B.Sc,Computer Science Engineering,"Take risk for Profits, Teaching, Technology","Accounting Skills, Business Knowledge, Programming, People Management, Leadership, Creativity Skills, Team work, Excel, Presentation Skills, Problem Solving skills, Reporting",58,0,0,-1,0.2742629930679652,0.15217283908620058,0.11521413726619056,6,0.28115131434876134,0.44811802442241144,1.1860256486404572
BCA,Computers Science,Research;Technology;Web Designing;Content Writing;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Linux;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing,76.89,0,0,-1,-2.8615104610393485,-3.905042624172653,-1.3184947516723886,4,0.004167986123497277,0.013661174362399171,0.019987564539895804
B.Sc,Statistics ,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Data scientist;Web development;Market reserach;Social media marketing;Gardening;Social causes,Accounting Skills;Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Civil & Criminal Law;Communication skills;Problem Solving skills;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills;R;Python;SQL;Content creation;Java;Cloud Computing;Architecture,66,0,0,-1,-0.46667308369749333,0.9760865692111457,-1.0437597991980478,0,0.027733190300151894,0.17881947773787837,0.5484423729089767
BCA,MCA,Technology;Web Designing;Data analytics;Data scientist;Web development;All fields related to Data science.;Machine Learning,Programming Language skills;Python;SQL;Java;AWS;Javascript,74.29,0,0,-1,1.4264320060481364,1.3550261165157944,-2.770958631466457,4,0.004167986124053957,0.013661174354078291,0.019987564835538523
B.Tech,Mechanical Engineering,Oil and Gas,Critical Thinking;People management;Communication skills;Negotiation skills;Client management;Refinery Operations,80.75,0,0,-1,-0.9573603086438771,-0.02844416785085025,-0.20533957490165558,7,1.0470327909471204,0.04728919226948319,-0.43598422248520463
B.Tech,Civil Engineering,"Take risk for Profits, Trading, Understand Human Behaviour","Analytic Thinking, People Management, Creativity Skills, Excel, Reading",76,0,0,-1,-0.8789823594358119,-0.07822755187700256,-0.2177818142108316,1,0.9772291379435306,-0.22988471194253052,-0.20867353394991103
BE,Mathematics,Home interior design,Programming Language skills;Critical Thinking;Editing,63.65,0,0,-1,0.4538648719433947,0.06736237794116401,0.019271261916976458,3,0.05932189439913976,0.8888573199840024,-0.30926050393563453
BCA,Computer Applications,Technology;Data analytics,Accounting Skills;Active Listening;Communication skills;Problem Solving skills;Writing skills;Interpersonal skills,80,0,0,-1,-0.604916579406826,-0.717535002244347,-1.1014819832860983,4,0.024928545099016177,0.020563608418839238,0.039648177612887525
BE,Automobile Engineering,Technology;Sports Industry,Gathering Information;People management;Communication skills;Product knowledge;Problem Solving skills;Java;Client management;Good communication skills,67.45,0,0,-1,0.4822902648586966,0.38224126304562356,-0.5812496013200474,3,0.07380177628452297,0.9316843561013134,-0.3686291978095935
B.Sc,Microbiology,Research,"Protein expression ;protein purification; Molecular Biology; biochemistry; protein chemistry ;western blotting ;cell culture; cell biology; bioinformatics;
Polymerase Chain Reaction (PCR) ;molecular cloning; microscopy;
Chromatography;
Enzyme Kinetics;
Biophysics electron microscopy;
Cryo-EM;X-ray crystallography;
Static Light Scattering;chromatrography",84.265,0,0,-1,0.8600759490230775,0.13291809698118567,0.703265894643831,0,0.041413249443713135,0.1801313489188432,0.5618333304774455
B.Tech,Computer Science Engineering,Technology;Web Designing;Data analytics,Communication skills;Writing skills;C++;Python;SQL;Java,79,0,0,-1,-0.5487470460114675,0.13451451616715585,-0.21257732931106274,5,1.1755926279145634,0.06568641645543037,0.4729889465531263
B.Tech,Computer science ,Web development,Programming Language skills;Problem Solving skills,87.685,0,0,-1,-0.19443341803859346,-0.3196145232854353,-0.7310460435891776,1,0.9290498539303516,-0.2044004685655306,-0.17008086928243915
BA,General,Understand human behaviour;Understand human body;Govt. Job;Industires,Active Listening;Hardware skills;Communication skills;Negotiation skills,72,0,0,-1,1.5669423831362137,0.19799495565135977,3.896818389383102,4,0.0055571759964918,0.011138576179824439,0.016092659259333612
B.Tech,Computer Science Engineering,Web Designing,Critical Thinking;Finance related skills;People management;Communication skills;Leadership;Designing skills;Social Media Marketing,80.655,0,0,-1,-0.472240058075697,-0.06660553881123055,-0.08416095164240939,5,1.1756842341090794,0.06835121692807881,0.48298947826055333
B.Tech,Civil Engineering,Industires;SAP Consultant in MM;Construction,"Proeficiency in Software like STAAD PRO, ETABS",65.55,0,0,-1,-0.8361924152348548,-0.12323880762279034,-0.20083262434691174,1,0.9988747655399519,-0.24087201217633666,-0.22699336175125093
B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning;Project Management,"Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;SAP",77.615,0,0,-1,-0.838651676339852,-0.15148727692963043,-0.2362398986958427,1,0.9790268992952956,-0.23106124569041672,-0.2100031370049831
B.Sc,Physics,Social Justice,"Business Knowledge, Sales",74.1,0,0,-1,0.7837118894022491,-0.11350897601357905,0.14577040364409416,0,0.03136313971177801,0.19070925349784307,0.5844136993714463
B.Tech,Mechanical Engineering,Technology,"AI, ML, Python, SQL, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Editing, Market Study, Team work, Derivatives, Excel, Tableau, CATIA , ANSYS ,SOLIDWORKS,CAESAR 2",67.545,0,0,-1,-0.7250937367075754,0.02284421168616051,-0.20765873032079163,7,1.2412605754721624,0.23688579893699208,-0.22286705609797583
B.Tech,Mechanical Engineering,Technology,"Business Knowledge, Leadership, Market Study",80.75,0,0,-1,-0.725081438380296,0.02210440846857012,-0.20796568219585726,7,1.2412605754721626,0.2368857989369376,-0.2228670560980622
B.Sc,Physics,Social Justice,Leadership,74.1,0,0,-1,0.7924581488222852,0.05493602868775124,0.3408505587015862,0,0.031811664608294155,0.19230878940317567,0.5897722640916137
MBA,Business Administration,"Financial Analysis, Sales/Marketing","Accounting Skills, Business Knowledge, Product Knowledge, Sales",60,0,0,-1,1.3917020058139011,0.22317147953622202,-0.0906810576412905,4,0.0025405311974094043,0.01918856049975095,0.015955434796349748
B.Tech,Computer Science Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Machine Learning skills;Python;SQL;Java,68.4,0,0,-1,-0.7181077918549811,0.08067566433147501,-0.20123209300463538,5,1.1855166613453327,0.07379931296068802,0.46921824920957456
B.Tech,Communication & Political Science,Technology,"Team work, Excel, Designing Skills",66.5,0,0,-1,0.43987171529558816,-0.11425533273122304,-0.44814742639640087,7,1.118590940123602,-0.020093241613438558,0.04236110377838019
B.Sc,Zoology,News Coverage;Understand human behaviour;Govt. Job,Gathering Information,61,0,0,-1,-0.2380125576977082,0.5724807494312854,0.639352250245105,0,0.028714565916998176,0.18479078386899428,0.5568076956297977
B.Tech,Structural analysis ,Technology;Data analytics;Data scientist;Infrastructure;All fields related to Data science.;Design,Active Listening;Hardware skills;Critical Thinking;Mass Communication;R;Python,65,0,0,-1,-2.3570201203472365,0.44687039228206676,-1.773488933186371,1,0.9215624854692415,-0.21185510756330342,-0.17051216356828355
B.Sc,Computers,Web Designing,Accounting Skills;Active Listening;Programming Language skills;Problem Solving skills;Designing skills;R;Python;SQL;HR;MATLAB,65,0,0,-1,0.41704161892045116,0.4855312589522609,0.42801100868805403,0,0.0368239287044249,0.1739628042413413,0.5555396200774898
B.Sc,Computer Science Engineering,Research;Social Justice;Understand human behaviour;Understand human body;Govt. Job,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Leadership;C++;Linux;Java;HR,60,0,0,-1,0.17940116720813518,0.1664591335551583,0.06811475549034342,6,0.28115131434878315,0.44811802441927906,1.1860256486310727
B.Com,cost and work accounting,Data entry or telecalling work,"Team work, Excel, Writing",58 ,0,0,-1,0.951103152176267,0.25572070736517116,-1.8658927530110079,2,0.012656322207740512,0.07564247589404317,0.13997969129972912
MBA,Computer Science Engineering,Financial Analysis;Technology;Data analytics,Programming Language skills;Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,58.9,0,0,-1,0.47558074814560414,0.3836110403958884,-0.44215403419118887,8,0.2594539905607588,0.28289570953293136,0.6565674147233129
BE,Electrical and Electronics Engineering,Technology;Data analytics,Programming Language skills;Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,78.47,0,0,-1,-0.07345686976464079,0.04960832898106844,-0.44344998152852505,3,0.14983468027626007,0.8650554333430907,-0.40116276712117155
BA,English ,Research;Teaching;Govt. Job;Design;Sports Industry,People management;Leadership;Designing skills;Writing skills;Social Media Marketing,83,0,0,-1,1.1481179121711245,2.0919632542278386,2.747742742791319,4,0.0038784344073139114,0.012064558572966858,0.016901976204479
B.Tech,Electronics and Communication Engineering,Data Analytics,NO,78.85,0,0,-1,-0.5099429447825832,0.038736209738868856,-0.29920407412941447,1,1.0980650970735104,-0.13582699725235567,-0.2766895845929673
B.Com,Finance,Financial Analysis,Business Knowledge,61,0,0,-1,0.7621714850729038,-0.9116000779008544,0.8632942427966687,2,0.03491488720594293,0.11095938161587507,0.1862806036600611
B.Tech,Mechanical Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java;Teaching,60,0,0,-1,-0.9048361809673677,0.09076641647715097,-0.2643332512399313,7,1.059184900976214,0.055679336036331135,-0.437129832219647
BE,Civil Engineering,Technology,"People Management, Observation Skills, Designing Skills",85,0,0,-1,-0.2752939951259876,0.15970307770341174,-0.28728387404136024,3,0.2970048350920992,1.0219302081397061,-0.1618259061262389
BE,Mechanical Engineering,Research;Technology;Industires;Design;Product Life cycle Management,Analytical Skills;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Presentation Skills,74.1,0,0,-1,-0.3243513632874754,0.28071259460004594,-0.4451170485089254,3,0.17088422647937332,1.1133244052238336,-0.6018981291644443
B.Tech,Production Engineering,Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist,Designing skills;Python,66.5,0,0,-1,-1.7337376813003895,3.2960552559883802,-1.9120664258685933,1,0.9215624854687658,-0.2118551075159861,-0.17051216375948178
B.Tech,Transportation Engineering,"Govt. Job;Agriculture, services;Construction Manegement;Excel",Designing skills;Writing skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);construction management,63,0,0,-1,0.17975429705166918,-2.0787658627708656,-1.9487833695929682,1,0.9215624854690999,-0.2118551074538269,-0.1705121633316157
B.Tech,Automobile Engineering,Technology,"Work under Pressure, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Risk Managing, Reporting, Reading, Designing Skills",76.095,0,0,-1,-0.3234359714348893,0.015246511953691099,-0.2961866026975823,7,1.1443522328660913,0.05612465232376111,0.009050044765696135
B.Tech,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science.Machine Learning","c;JavaScript;Data Structure;CSS; jQuery ;Angular JS ;javaScript; hTML5 ;css3;
SSIS; ssms; python; react.js ;java Enterprise edition",67.45,0,0,-1,-0.6404973078006979,-0.03485090003705798,-0.04779180851470247,5,1.1735915223038058,0.0654972676130817,0.4756446826965803
MCA,Computer Application ,Technology,Programming Language skills;Critical Thinking;Leadership,62,0,0,-1,-0.1689569882070935,0.20546334201049027,-0.33620936278278013,0,0.19968853054824098,0.20059833171755823,0.22828458675619318
B.Tech,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science,Machine Learning",CSS;C++;JavaScript;MySQL;Java;SQL;Cascading Style Sheets (CSS);Website Development;jQuery;HTML5;Linux;AJAX;Software Development;XML;CakePHP;CodeIgniter;Laravel;Symfony;Symfony Framework;Git;Angular Command Line Interface (CLI);Yii2,76,0,0,-1,-0.6411564995484303,0.05259627473840278,-0.12160106300602196,5,1.1757038252463254,0.06581726651477149,0.4784322854566738
BCA,Java,Information Technology,Communication skills;Writing skills;C++,86,0,0,-1,-1.1879296536673354,-1.3741964245041873,-1.286531839713937,4,0.005945564184703908,0.01350651796985014,0.019903918321239583
B.Sc,Physics,News Coverage;Research;Sales/Marketing;Social Justice;Teaching,Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills,68.4,0,0,-1,0.6405653251012866,-0.013283040145252892,0.024218800570857308,0,0.031135166639710575,0.1887021271205302,0.5810141630987598
B.Tech,Electronics and Communication Engineering,"Research, Technology","Python, SQL",74.1,0,0,-1,-0.5367584800440209,-0.325137134780044,0.08709152827761722,1,1.0003612166307783,-0.1509694054230521,-0.2321813829493455
B.Tech,Electronics and communication ,Data analytics;Social media marketing,Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Problem Solving skills;Writing skills;Presentation Skills;Good communication skills,68.21,0,0,-1,2.068823292490772,-3.5138904234499173,-0.7978249873897874,1,0.9215624854685943,-0.2118551073909179,-0.17051216394386579
B.Tech,Civil,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",79.42,0,0,-1,-0.6922790002566301,-0.15696471738175685,-0.19987234079068839,1,0.9512588269655282,-0.2189060734807153,-0.19459720746180223
B.Tech,Mechanical Engineering,Data science and Artificial intelligence ,"ML, Python, Analytic Thinking, Business Knowledge, Leadership, Team work, Excel, R, Problem Solving skills, Data science completed by using python and R",63.9,0,0,-1,-1.024390743106293,-0.1237024342858053,-0.18286377656367495,7,1.0470327909471444,0.04728919226793317,-0.4359842225001841
B.Tech,B.E complete,Sales/Marketing;Understand human body;Web Designing;Govt. Job;Gardening;Design,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills;C++;Presentation Skills;Programming Language C,75,0,0,-1,-2.2097915630744733,3.03483883194448,0.1461428982643293,1,0.9215624854689697,-0.21185510755730214,-0.1705121637078316
BE,Electronics and Communication Engineering,Technology;Data analytics;Data scientist;All fields related to Data science.,Programming Language skills;Machine Learning skills;Linux;Python;Artificial Intelligence;SQL,80.75,0,0,-1,-0.11474063647680724,0.30534363646966806,-0.20535453120107908,3,0.12264179212256753,0.9157190858216508,-0.39957460467021827
B.Tech,Engineering,"News Coverage, Technology","Critical Thinking, Analytic Thinking, Gathering Informing, Negotiation Skills, Work under Pressure, Team work, Excel, Logical Skills, Problem Solving skills",82.46,0,0,-1,-0.4907416388283955,0.4108958186073811,-0.09305351617308409,1,0.9268679110542768,-0.2056777959447681,-0.17660968784583467
BE,Computer Science Engineering,Technology;Content Writing;Web development,Programming Language skills;Business Knowledge;Communication skills;Problem Solving skills,65,0,0,-1,0.004475582821104994,0.35171905844912826,-0.26785732539623236,8,0.2974429578361418,1.1315324805623006,0.30973077604129795
B.Tech,Mechanical Engineering,Web Designing,Communication skills;Leadership;Problem Solving skills;Java,76.38,0,0,-1,-0.6595453344262094,-0.056550382140915685,-0.1460676220266642,7,1.0493524737399595,0.05023124000385952,-0.42335860316882573
BE,Mechanical Engineering,Technology;Data scientist;Web development,Programming Language skills;Communication skills;SQL;Java,75.39,0,0,-1,-0.3836806536651031,0.45073863341531306,-0.27999685864519563,3,0.17088422647937854,1.1133244052197613,-0.6018981291587546
B.Tech,History,Trading,"Java, Programming",72.2,0,0,-1,-0.29309186218126587,0.2829911138237432,0.03886772917410632,1,0.9337714834694746,-0.19124167107923778,-0.18707940146454702
B.Tech,Computer Science Engineering,Technology;Trading;Data scientist,Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Communication skills;Problem Solving skills;SQL,66.595,0,0,-1,-0.6524452438647861,-0.061137003474092136,-0.1418053816984907,5,1.175427676983732,0.06451400821524361,0.47422475754801835
B.Tech,Electronics and Communication Engineering ,Technology,Programming Language skills;Critical Thinking;Communication skills;Problem Solving skills;Risk management skills;C++;Presentation Skills;Linux;Cloud Computing,76.095,0,0,-1,-0.8000633716095799,-0.03828197767982695,-0.14792317055113863,7,1.1163646492656183,-0.02007672709681704,0.042300017445057014
BBA,Physics,Teaching,Civil & Criminal Law,66.5,0,0,-1,0.22908086687402412,0.6826395972923149,0.7317620305103129,4,0.0289088276469669,0.02831567237846217,0.08661213304163087
BE,Automobile Engineering,Research;Teaching;Technology;Understand human behaviour;Understand human body;Data analytics;Game industry;Data scientist,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python,60,0,0,-1,0.4395432156950031,0.313715562053395,-0.4634528126458084,3,0.07380177628453355,0.9316843561141558,-0.36862919782862386
B.Sc,Computer science ,Technology;Web Designing;Data analytics;Digital marketing;Data scientist;Web development;Social media marketing,Active Listening;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Linux;Python;SQL,81.7,0,0,-1,0.5985359253158343,-0.12441795298297247,-0.595020781844458,0,0.03476594992748865,0.1746443868737826,0.5427201604097716
B.Com,Accounts,Financial Analysis;Understand human behaviour;Content Writing;Data analytics;Data scientist,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,57,0,0,-1,1.0671167952965375,-0.6382735868763278,1.1366798404028886,2,0.013229220069051056,0.08226376409859511,0.14201159687986084
B.E,Automobile Engineering,Technology,"Java, SQL, Programming, Communication Skills, Team work, Presentation Skills",77.615,0,0,-1,0.3623079476135221,0.00902343458874091,-0.37403061829714523,0,0.23128942202265437,0.28344943790044896,0.19144555469307692
B.E,Information Technology,"Research, Social Justice, Understand Human Body","Writing, Reading",73.625,0,0,-1,0.5306337822288858,-0.233271199292745,-0.24507428338591958,4,0.020889214938254352,0.03030351875500297,0.015862205194259897
B.Tech,Electrical and Electronics Engineering,"Financial Analysis, Technology, Entrepreneurship","ML, Python, Business Knowledge, Java, Linux, AWS",66.5,0,0,-1,-0.5503294060024438,-0.03754941841448027,-0.19904189185404672,1,1.02002764240157,-0.19801601924328102,-0.24864319056288767
B.Tech,Computer Science Engineering,Mobile App Development,PHP;Programming Language C;Javascript,83.6,0,0,-1,-0.5113863945358158,-0.30422763108444356,-0.4958887867630961,5,1.175251027886052,0.0644687409293277,0.474667374773196
B.Sc,ZBC,Govt. Job,Artistic/Creative Skills;Leadership;Content creation,60,0,0,-1,0.5632711506091054,0.38785877798354634,-0.30615889341319313,0,0.03148666855891541,0.19700217462867597,0.56108201781678
BA,English,Information Technology,Programming Language skills,71.25,0,0,-1,0.027862931161686342,-0.3838601522211104,0.5607676158179868,4,0.015372670377600418,0.011698944828670874,0.018845495882373303
BCA,Computer Applications ,Teaching;Technology;Web Designing;Content Writing,Active Listening;Programming Language skills;Gathering Information;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );C++;SQL;Content creation;Medical knowledge;Java;Cloud Computing,76,0,0,-1,-1.9269160835113657,0.618664708945271,-2.9369793866901652,4,0.005826837557422056,0.012646869541861044,0.018977243206919497
B.Pharmacy,Zoology,Understand Human Body,Excel,73,0,0,-1,-0.3922879480661614,1.3264231485190663,-0.42454654636359845,4,0.0006910821186335031,0.00547120376280835,0.017985714467714596
BE,Mechanical ,Service,Accounting Skills;Active Listening;Hardware skills;Sales;Social Media Marketing;HR,59.09,0,0,-1,0.10355274901531362,0.2885206668246,0.17684343474553296,3,0.04828023380070578,0.8695124534199349,-0.33735395958195863
BE,Mechanical Engineering,Technology,Critical Thinking;Communication skills;SAP ,75,0,0,-1,-0.3331663869074081,0.23021261570368184,-0.2729041851243331,3,0.3666833016308738,1.29776304413942,-0.387819862985342
B.Com,Costing,Financial Analysis,Accounting Skills;Finance related skills,65,0,0,-1,0.6917849137612139,-0.43438148101018237,1.5169148409580333,2,0.02903335886164946,0.10897365212566075,0.18357471795068214
BE,Automobile Engineering,"Sales/Marketing, Entrepreneurship","Python, People Management, Communication Skills, Work under Pressure, Leadership, Creativity Skills, Team work",83.125,0,0,-1,0.7010275656378231,0.17962253221829555,0.3676169185828372,3,0.0738256304806391,0.9321535197914,-0.3678241363427962
B.Com,Commerce,Home interior design,Artistic/Creative Skills,75,0,0,-1,0.8376910376963447,-0.15243807504010912,0.5716461872003236,2,0.02142391351753041,0.09822188094632789,0.161567299455103
BE,Automobile engineering ,Industires;Machine Learning;Automotive Textile machineryâ€™s ,Technical machine fitter,58.9,0,0,-1,1.8662796341833965,0.8094749361067397,-0.7388784891542034,3,0.04384296700604861,0.8594311525901771,-0.33734868127352446
BE,Electrical and Electronics Engineering,Govt. Job,Python,73.72,0,0,-1,0.05414057111071292,0.027159232128889984,-0.38114487377512385,3,0.15814842458844872,0.889680985100954,-0.3890241563342123
B.Tech,Electronics & Telecommunications ,"All fields related to Data science,Machine Learning",C#;.NET Framework;Python ;C ;Transact-SQL (T-SQL),85.5,0,0,-1,-0.9782036418830709,-0.4472289454428853,-0.9902500091738482,1,0.9251389556227353,-0.21372243797533988,-0.17248476819573794
B.Tech,Electrical and Electronics Engineering,Data Analytics,NO,76,0,0,-1,-0.5029182125190065,-0.06891159851202759,-0.31285490440344127,1,1.1251366996663676,-0.1861237351669288,-0.27833499003950435
B.Com,Commerce,Financial Analysis,"Accounting Skills, Critical Thinking, Analytic Thinking, Business Knowledge, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Risk Managing, Reporting",76.95,0,0,-1,0.5776538900321311,-0.2666672878800429,0.8738852488662229,2,0.03744075490372329,0.12361415989027326,0.19728340166101183
B.Tech,Programming,"Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",70.3,0,0,-1,-0.596853725568041,0.07571969869310413,-0.6167429538232728,1,0.9272024105672166,-0.21242496735147023,-0.1771268021928925
BBA,Civil Engineering,Financial Analysis;Sales/Marketing;Data analytics,Accounting Skills;Communication skills;Negotiation skills;Editing;Wealth Management;Presentation Skills,72,0,0,-1,0.08455843259096978,0.5802787699804082,0.5862235684776076,4,0.05918607516964523,-0.011511002439167636,-0.02762243311598925
B.Tech,Finance,Technology,"ML, Python, SQL",68.4,0,0,-1,-0.039545111033091954,-0.6913979513533269,-0.06341885207559755,7,1.1199757717085077,-0.016727988501097364,0.04099607134211271
B.E,Computer Science Engineering,"Take risk for Profits, Technology, Trading, Entrepreneurship","Active Listening, Analytic Thinking, Business Knowledge, Work under Pressure, Team work, Presentation Skills, Writing, Observation Skills, Risk Managing, Reading, Subject Knowledge",74.1,0,0,-1,0.6177653881794952,-0.0025569158862236937,-0.32418956647742364,8,0.25888827643788165,0.29392773852290455,0.6591021654216022
B.Tech,Automobile Engineering,Data analytics;Data scientist;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL,79.8,0,0,-1,-0.2514723770570989,0.052871694054296724,-0.32233316904504195,1,0.9523275145054753,-0.12981826056854995,-0.20235826147518032
BCA,Information Technology,Data scientist,Programming Language skills;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;SQL;Good communication skills,70,0,0,-1,-0.4255217126378064,-0.25011964446903395,-0.5338602556853961,4,0.024592576898380375,0.04673216680775309,0.02483960532818191
B.Tech,Computer Applications,Digital marketing;Data scientist;Social media marketing,Programming Language skills;People management;Designing skills;Social Media Marketing;Interpersonal skills;Good communication skills,33.25,0,0,-1,-0.7876821939379695,-0.5805899629197366,-0.6830332647061041,1,0.9343555056464724,-0.20952491972314222,-0.1583982069410041
B.Sc,Statistics,Data analytics,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,87,0,0,-1,-0.01612606424756958,0.4870453573104226,0.5095033652128205,0,0.054052947981366124,0.21968504104439177,0.5357184119078712
B.Tech,Computer science ,Technology;Data analytics;Data scientist;All fields related to Data science.,Critical Thinking;Communication skills;Negotiation skills;Python;Good communication skills,85,0,0,-1,-0.26343339288581596,-0.10284213766386764,-0.4394520996156431,1,0.9318232576795513,-0.20110577760675988,-0.15792073722472502
BCA,BiotechNAlogy ,Sales/Marketing;Trading;Retailer;Market reserach;Construction Manegement;Excel,Business Knowledge;Product knowledge;Problem Solving skills;Risk management skills;Sales;Client management,70,0,0,-1,-2.1012550926880533,-2.6265987837954667,-1.8531359303026482,4,0.004167986124203074,0.013661174217435151,0.019987564883889836
B.Tech,"Computer ( Languages like  .. C, C++ ,  Java,  C# ) ",Cloud computing,Java Enterprise Edition;Hibernate;Zuul API Gateway;Spring Cloud;Apache ZooKeeper;Amazon EC2;Zoho;Oracle CRM;Spring Boot;Spring MVC;Docker;Apache Drill;Angular,81.7,0,0,-1,-0.08316033668184279,-1.3559980698461447,-1.255250651593673,1,0.9216409064668791,-0.21101427079972818,-0.16728262325530696
B.Com,Computer Science Engineering,Financial Analysis,"Accounting Skills, Business Knowledge, Negotiation Skills, Work under Pressure, Interpersonal Skills",75,0,0,-1,0.3365485689398251,-0.2292925106732607,0.8834221685696707,2,0.28221107326572953,0.3834316701556927,0.8239372860255609
B.Tech,Commerce,Technology,"Python, Java",65.55,0,0,-1,-0.3228851614273555,-0.07775557538465495,-0.15033031983788012,7,1.1264277570717682,-0.0068912607161072245,0.05443224860358652
Doctor ,Electronics and communication engineering,Understand human body,Writing skills;Medical knowledge,89,0,0,-1,3.8104862716147943,-10.008601118587054,-5.080694875845957,4,0.005605953795356605,-0.0021575541751207555,-0.0019490461166572313
B.Tech,Dental surgeon ,Hardware ,"
Altium Designer;Printed Circuit Board (PCB) Design;NI LabVIEW; Digital electronics semiconductors;Arduino;Xilinx Vivado;Verilog;KiCAD;NI Multisim;Eagle PCB;Electronic Circuit Design;Altium CircuitMaker;Internet of Things (IoT);Electronics Hardware Design;OrCAD Capture CIS;OrCAD",76.95,0,0,-1,1.804844778476827,1.1602894387570553,0.626819864738451,1,0.9215624854693824,-0.211855107601739,-0.17051216359516355
B.Sc,Electronics and Communication Engineering,Understand human body;Govt. Job,Medical knowledge;Hospitality,65,0,0,-1,-0.019876031941329426,0.28243995153261664,-0.11236774076174172,0,0.10027925097651533,0.2308640200183505,0.465572353541839
B.Tech,Biology,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;SQL,52.87,0,0,-1,-1.1661253064491068,0.21809681393423985,-0.19876071303934542,1,0.9339618523323285,-0.20216421756063999,-0.17321113490407503
BA,Electronics and Communication Engineering,Understand human behaviour;Social causes,HR;Good communication skills,70,0,0,-1,0.5064624195439658,0.3839941941688385,1.3390800821183912,4,0.0766841457746345,0.07107443051387463,-0.05848635265558835
