Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Cluster,Cluster_Name,PC1,PC2,PC3
0,4,1,3,2,2,4,2,4,3,Project-Driven Builders,0.9832516774419928,-0.6045839362637495,-1.873813392370328
2,2,0,0,2,3,3,4,4,0,Presenters,0.6157221772104848,0.6888127996901435,1.0993731252523504
2,1,1,0,2,2,2,3,1,1,Leaders & Team Players,0.08390065140472286,0.765908328437494,0.4615561175976966
1,2,0,2,1,1,2,1,2,2,Communicators,-1.0373761466270843,-0.5333424448090882,-0.052838115052276174
2,1,0,4,3,1,4,2,4,2,Communicators,-1.3275756599153763,-0.1396653217691649,-0.06543269034375175
1,4,0,3,0,0,2,2,4,2,Communicators,-1.193842035627291,-0.8506004434509531,-0.2667338961133098
1,3,1,4,0,0,4,2,3,3,Project-Driven Builders,-1.313293354502939,-1.2235093319268617,-1.6036451101094293
1,4,1,4,1,0,1,0,1,3,Project-Driven Builders,-1.0865395007859802,-0.8457416657941894,-1.393342366462691
2,1,0,3,4,0,0,1,4,2,Communicators,-1.5372956914713825,1.571334945768732,0.6930155321368283
2,3,0,2,3,1,2,1,3,2,Communicators,-0.45780019097465774,0.15468756444834203,-0.03814776756449962
0,2,1,1,1,0,0,3,4,3,Project-Driven Builders,-0.3524335055066227,1.200195569995226,-0.07565946953324203
1,1,0,4,3,2,4,3,2,0,Presenters,-0.335913464422519,-1.1142047815228342,0.5558791328127972
1,0,1,0,0,2,0,0,4,1,Leaders & Team Players,-1.2638256281046714,2.566728355843252,-0.9250481203554083
0,1,1,3,0,2,2,4,4,1,Leaders & Team Players,-0.42925810663368397,0.40684104078597993,-0.018269949575209044
0,3,0,2,1,1,4,0,3,2,Communicators,-0.43590795866756166,-1.3070133381308924,-1.6216887853532027
1,2,1,3,4,4,4,0,3,1,Leaders & Team Players,1.038126361789621,0.5449268496104704,-1.960414650552562
0,2,1,1,0,4,1,2,1,1,Leaders & Team Players,0.8085999911788418,0.2095701580198502,-0.2089389662723855
0,0,0,3,1,3,0,3,0,0,Presenters,-0.4923311168559933,-0.42209193126717576,1.9843683500565379
2,4,1,3,4,1,1,3,2,3,Project-Driven Builders,0.6047043681328342,0.3156055806452835,0.25707408144046523
1,3,0,2,0,4,1,3,4,0,Presenters,0.31769173412172286,0.42812116299361086,0.8811476488947961
0,0,1,4,4,3,4,1,1,1,Leaders & Team Players,0.38934869308744263,-0.39252116769956313,-1.1857280247470794
0,3,1,1,4,2,2,2,1,3,Project-Driven Builders,1.751130730644316,-0.09686015468647065,-0.5776230671745627
0,0,0,2,1,2,0,0,0,2,Communicators,-1.1645276459490366,-0.11133583710029261,0.5299089760496783
1,4,0,3,0,0,0,2,1,2,Communicators,-1.1922029243051504,-1.2735517405590386,0.7990470408220617
1,4,1,2,4,0,1,4,1,3,Project-Driven Builders,1.0330641304922508,-0.3700454592506328,0.6067137825356061
2,0,1,4,1,2,2,4,2,1,Leaders & Team Players,-1.3307967515247432,0.40099060079061155,0.8707747360477706
0,4,0,0,4,1,3,1,0,2,Communicators,1.5515235524182054,-1.6057923548176014,-0.393018132111982
0,2,0,1,1,1,0,0,3,2,Communicators,-0.7571461714497143,0.5661551896490494,-0.2521138678823282
0,3,1,3,2,3,0,3,0,3,Project-Driven Builders,1.1303871691419363,-0.38407666488301273,0.6193440588108995
0,1,1,0,0,2,3,1,1,1,Leaders & Team Players,-0.12023691092638478,-0.25235105227970234,-1.2772119660520194
1,1,1,1,3,0,3,4,0,1,Leaders & Team Players,0.0703514576235813,-0.6531610538366054,0.49506152467434006
0,4,1,1,0,2,0,4,2,3,Project-Driven Builders,0.9828954885192522,-0.019144790777182365,0.48651936281610514
0,2,1,2,2,0,1,2,2,3,Project-Driven Builders,-0.29789102481541024,0.1277704551840815,-0.49893004401001056
1,1,0,0,1,4,4,3,3,0,Presenters,0.6176584439614854,0.017943342323192783,0.4210405634461038
1,0,0,0,0,0,2,2,0,0,Presenters,-1.7154442130004752,-0.7725940037960853,0.8686615093693162
2,2,1,2,2,4,2,3,0,1,Leaders & Team Players,0.7575401976895106,0.030868360638900073,0.5991938574639236
1,4,0,2,3,1,2,3,1,0,Presenters,0.6652206674985127,-1.3019964566883373,0.851119098109754
1,1,1,2,0,1,3,0,3,1,Leaders & Team Players,-1.5579789856549493,0.33954833533067386,-1.8947031539314998
1,2,1,2,2,1,4,0,1,3,Project-Driven Builders,-0.4469464351393421,-0.7364737848438426,-1.9425738843487086
1,0,0,4,4,2,3,2,3,2,Communicators,-0.6042483078356001,0.10948992855404877,0.43640253887153185
0,0,1,1,4,2,0,0,3,1,Leaders & Team Players,0.22754687563527723,2.3121572826636125,-0.778916878927125
2,4,0,2,4,0,1,2,2,0,Presenters,-0.016701691482693355,-0.2029209336476662,0.7371719603898433
2,2,1,0,4,1,4,2,1,3,Project-Driven Builders,0.6276379401531104,0.03683332561233648,-0.7181981831785711
1,2,1,1,0,3,2,4,1,1,Leaders & Team Players,0.460969737210222,-0.1903463159114694,0.5518744553236342
0,2,0,3,1,1,1,1,1,2,Communicators,-0.905803148622189,-1.0175662623747064,0.20560761278743656
2,1,0,2,0,0,1,1,4,2,Communicators,-2.5686047077731797,0.8194937475348489,0.18564943327187655
2,1,0,0,0,0,3,2,3,0,Presenters,-1.8080732052790525,0.023118123847116482,0.1775076198027391
0,1,0,4,1,1,3,2,0,2,Communicators,-1.1477685177508243,-2.133070482408185,0.33914145206761764
1,0,1,4,0,2,3,2,4,1,Leaders & Team Players,-1.6512005223919775,0.5578109228728131,-0.9158378518981686
2,2,1,1,0,4,1,4,4,1,Leaders & Team Players,0.3048360518664313,1.71433158613203,0.6746479905571355
2,4,0,0,2,3,3,1,0,2,Communicators,0.9053489384074375,-1.076068109378303,0.03249468560847648
1,0,0,4,2,0,4,3,1,0,Presenters,-1.7110083402248235,-1.6660464912223965,0.6715931459034485
2,4,0,2,2,1,2,4,0,0,Presenters,0.17581152441675554,-1.643267312491716,1.617112139087245
2,1,0,4,2,3,0,4,2,0,Presenters,-0.6965973513282064,0.49098704413365307,2.4682882766286562
2,2,1,1,0,0,2,4,0,1,Leaders & Team Players,-1.0009440964533693,-0.7202054653108049,0.7222605864875138
2,3,1,3,0,1,4,3,2,3,Project-Driven Builders,-0.8775710907406145,-1.0862326317106026,-0.7302072675900834
1,3,0,3,2,0,0,2,2,2,Communicators,-0.9077394153731896,-0.3466968050077556,0.8839401745936828
1,3,0,1,3,2,2,4,1,0,Presenters,1.1035109835970578,-0.8019064130382072,1.5094781373133879
0,1,0,1,2,0,3,0,4,2,Communicators,-1.0165983050208776,0.13551987037301527,-1.2032312547478667
1,2,0,0,2,4,4,4,4,0,Presenters,1.415412020455512,0.2018462298973862,0.6490138353783566
2,2,1,3,4,3,1,2,0,1,Leaders & Team Players,0.5866846693277391,0.43556756849061606,0.4839499756166758
1,1,1,4,2,1,2,0,3,1,Leaders & Team Players,-1.4032470243846822,0.606866002820033,-1.483712061131761
1,2,0,4,3,1,2,2,1,2,Communicators,-0.6209178370060987,-1.0882862281909795,0.6627169333743175
2,2,0,1,3,3,0,1,1,2,Communicators,0.1484510725224013,0.8379592895134146,1.1327555764572441
1,1,1,0,1,3,2,1,2,1,Leaders & Team Players,0.1217910688616914,1.0412887390818115,-0.8066219894349614
1,0,1,0,4,3,0,1,1,1,Leaders & Team Players,0.6989656931101165,2.0706140538706594,0.24385785335806304
0,3,1,4,3,1,2,4,2,3,Project-Driven Builders,0.690831930313017,-0.752602407644716,0.0976402761546816
1,4,0,0,1,0,4,2,2,0,Presenters,-0.02111000182645984,-1.6011869358375497,-0.5424186752832025
2,1,0,4,2,0,3,1,3,2,Communicators,-2.2200003680672937,-0.36227124886432976,-0.18067798561931286
0,2,1,4,2,1,1,3,1,3,Project-Driven Builders,-0.15964692108871092,-0.5797510502591341,0.17855213804135212
2,2,1,4,3,2,2,0,3,3,Project-Driven Builders,-0.7394201632071892,0.9101001083433653,-1.3086150284015001
1,2,0,0,1,4,3,1,3,2,Communicators,0.5517011823619802,0.29324062921830024,-0.3342434019285611
0,3,0,1,0,1,4,0,4,2,Communicators,-0.5753331304690603,-0.8834751203864724,-1.822078654609452
2,1,0,1,2,2,1,4,4,0,Presenters,-0.42146827451136265,1.3252069927956889,1.7947859530339305
0,3,0,3,0,4,0,1,1,2,Communicators,0.17404880009064227,-0.6403679587859054,0.5100427569063194
1,1,1,4,2,1,2,1,3,1,Leaders & Team Players,-1.2299425046541799,0.5201787259177699,-1.0195998614518247
0,4,1,2,4,2,0,2,1,3,Project-Driven Builders,1.7560172939802605,0.17049678729223935,-0.09388718173189735
2,2,0,1,3,1,4,2,0,0,Presenters,-0.1822925734425562,-1.3358164414602671,0.3902392159702961
1,0,1,3,1,0,2,3,3,1,Leaders & Team Players,-1.6957620455707505,0.5057282001060929,-0.06669619907716069
2,3,1,3,0,4,4,3,4,3,Project-Driven Builders,0.1770045303925264,0.09328454414247977,-0.8482436751362179
2,3,1,0,3,1,4,1,2,3,Project-Driven Builders,0.42524536177245625,0.10090727231817918,-1.516734634309938
1,0,0,0,3,3,2,4,2,0,Presenters,0.6660461207141846,0.6733538602617866,1.8262774867386753
0,4,1,4,3,1,0,3,3,3,Project-Driven Builders,0.7097573598237983,0.17158177631711585,-0.033983245486965484
0,2,1,0,0,0,4,2,2,3,Project-Driven Builders,-0.3471724362702746,-0.8530557022248282,-1.527691404447596
2,0,1,2,3,2,3,3,0,1,Leaders & Team Players,-0.2803658942731315,0.04912734153084573,0.4909158705072726
2,2,1,3,1,0,2,4,0,3,Project-Driven Builders,-1.1202554179822388,-0.9562437901176597,0.7752238836164559
1,0,1,0,1,2,4,0,1,1,Leaders & Team Players,-0.6190663096294843,0.14985333631295292,-1.6634353244817033
1,0,1,1,4,0,2,4,0,1,Leaders & Team Players,0.01101768765351697,0.10502645032880263,0.9890340201788527
1,3,1,4,4,3,0,1,3,3,Project-Driven Builders,0.7355439855212749,1.2984792319949152,-0.4550087551206299
2,2,1,3,3,2,4,0,4,3,Project-Driven Builders,-0.44662622748644715,0.7667315835046732,-2.0776325034437226
1,2,1,1,1,1,0,0,4,1,Leaders & Team Players,-0.8686658139966754,1.871721270758103,-1.206096997860948
1,0,0,0,0,2,4,3,3,0,Presenters,-0.7931329855533334,-0.15507843836715735,0.3874176867709134
2,0,1,3,2,1,4,0,4,1,Leaders & Team Players,-1.8154718002510768,0.98916708729507,-1.915098222956681
1,0,1,3,1,1,4,3,4,1,Leaders & Team Players,-1.2506851399484722,0.311665411807307,-0.7735908991523327
1,4,0,3,3,4,4,3,2,0,Presenters,1.637903452541717,-1.4061277358356643,0.26655963033014846
1,0,1,1,0,1,0,2,0,1,Leaders & Team Players,-1.3727932229308526,0.5461282773186781,0.5422216983778486
1,1,1,3,0,3,1,4,4,1,Leaders & Team Players,-0.4783021308399313,1.175059155801843,0.552514254955817
2,0,1,4,4,1,4,2,0,1,Leaders & Team Players,-0.895579370144192,-0.597603723945074,-0.2893306231911611
1,2,1,4,0,3,3,1,4,1,Leaders & Team Players,-0.7824280270646882,0.27546094864824094,-1.5916269939170198
1,3,0,3,2,4,3,1,1,2,Communicators,0.6141200814094867,-1.1465891015478193,-0.11664070746311704
2,3,0,1,0,0,1,4,1,0,Presenters,-1.0518074422878736,-0.8953708578663181,1.7521969843032448
0,4,1,2,4,4,4,0,2,3,Project-Driven Builders,2.3352586194763267,-0.42307416451001806,-2.286564091476272
0,4,1,0,3,2,0,0,0,3,Project-Driven Builders,1.5644161297606396,0.20108973689440832,-0.9257379884548705
0,1,0,3,2,3,3,3,2,0,Presenters,0.2545972109181209,-0.842944572660833,0.6722371310862423
1,0,0,4,1,1,1,3,2,0,Presenters,-1.8563263668478904,-0.22293980205874425,1.4599814530710198
0,3,1,2,2,2,4,0,1,3,Project-Driven Builders,0.6333951859671846,-1.1215176215460188,-2.2199927402374944
2,3,1,1,3,3,1,2,3,3,Project-Driven Builders,0.932283382488266,1.5532341684559132,-0.1529686906435068
1,0,0,1,1,3,1,1,4,2,Communicators,-0.8545628758415827,1.5632862632022515,0.3477772359208933
1,1,0,4,0,2,3,0,2,2,Communicators,-1.8888579716422416,-0.9371939478655853,-0.6750003179637089
0,0,1,0,1,4,2,1,0,1,Leaders & Team Players,0.6067716918548455,0.40826806809959904,-0.513477666124633
1,4,0,3,0,4,2,1,3,2,Communicators,0.16984163643228126,-0.5802300051116909,-0.3406593767133397
1,1,0,1,4,2,3,3,0,0,Presenters,0.6786427446552077,-0.7945285390301047,1.2068497550996746
0,2,0,3,0,3,2,2,0,2,Communicators,-0.220199538939529,-1.7051779153592899,0.5814538212194499
2,2,0,3,3,4,0,3,4,0,Presenters,0.31721348112954495,1.5590302232047841,1.6770023991251766
0,1,1,3,3,1,3,3,3,1,Leaders & Team Players,0.09084196585715376,0.057133613117018596,-0.5547148650811229
2,1,1,3,3,1,0,2,3,1,Leaders & Team Players,-0.9839216962323244,1.7557598197876778,0.31120156346288397
2,3,1,2,1,2,3,2,4,3,Project-Driven Builders,-0.24986258595976546,0.5933963041894977,-1.0766633114409239
2,3,1,1,3,4,0,0,2,3,Project-Driven Builders,0.9439685313514645,1.8451688108225555,-0.5627586090900981
1,1,1,1,2,2,4,3,4,1,Leaders & Team Players,0.23086325928266416,0.7267014920293977,-0.8040011150827272
1,3,0,2,1,4,1,4,4,0,Presenters,0.8177648115590631,0.4880356334277862,1.3944025104266062
1,4,0,1,4,4,2,1,3,2,Communicators,1.9229957464953407,0.3888170563773566,-0.14790936458291398
1,2,0,1,3,1,2,3,3,0,Presenters,0.15011339415293576,0.15662646114012144,0.8224244006069675
2,0,0,4,2,2,2,0,4,2,Communicators,-2.064457950148433,0.9960732590992202,-0.2288723267554194
0,0,0,3,3,2,4,4,4,0,Presenters,0.027302493549543044,-0.2679387499103678,0.6536653217726452
0,2,1,2,4,0,3,1,4,3,Project-Driven Builders,0.21639901325813715,0.5517925948580951,-1.7812009671557294
2,2,0,0,3,3,4,1,4,2,Communicators,0.4753024506335172,0.7387221327735962,-0.5527059457545084
1,3,1,1,3,0,4,2,0,3,Project-Driven Builders,0.4432217986086797,-1.3462037687302424,-1.013937408171887
1,2,1,1,2,4,2,0,1,1,Leaders & Team Players,0.7966116832212788,0.590232058982013,-1.1460765623638476
2,1,0,1,3,3,0,1,1,2,Communicators,-0.18492598024679957,1.0927908013826089,1.2687002762909596
0,2,0,1,4,4,4,1,1,2,Communicators,1.8047269570153066,-0.843506365266765,-0.3968030664052328
0,4,0,0,2,0,3,0,0,2,Communicators,0.3493590077546369,-1.9529343451997683,-1.0156281128241813
1,4,0,1,2,2,4,2,0,0,Presenters,0.9046575427263334,-2.1222935373680762,-0.07226700160407916
0,0,0,1,0,4,4,1,4,2,Communicators,-0.27619104048799065,0.21620945615350506,-0.7694949834428205
2,2,0,3,3,4,2,2,1,2,Communicators,0.35644917235198886,-0.20425077684013956,1.0431306011049186
0,3,1,1,3,0,4,1,2,3,Project-Driven Builders,0.5701658302710841,-0.7727147312540903,-1.9784100007670928
0,1,1,3,1,2,3,2,4,1,Leaders & Team Players,-0.3963733134801492,0.3700630969671693,-1.2062368209021317
1,1,1,3,1,2,2,3,1,1,Leaders & Team Players,-0.5403460663377406,-0.22549162455841973,0.21645779527783937
2,4,1,4,1,4,4,1,4,3,Project-Driven Builders,0.267501161789707,-0.03289070265739613,-1.861359794839398
1,2,0,3,0,0,4,0,4,2,Communicators,-2.1017546308112944,-0.8810713558275898,-1.5408391634435974
1,4,1,2,3,2,3,3,0,3,Project-Driven Builders,1.4247839756216076,-1.2410368033904653,-0.25454954221117654
2,4,0,3,0,0,4,3,1,0,Presenters,-1.1796389637617786,-2.516417899855868,0.22930531860989128
2,1,0,1,0,2,2,3,3,0,Presenters,-1.1598880810353254,0.38311660105608764,1.0728401855971657
0,2,1,4,2,2,2,3,3,3,Project-Driven Builders,0.19700815591335138,-0.03823966458893246,-0.3687943179807382
0,0,1,4,4,3,1,3,3,1,Leaders & Team Players,0.5063888004003141,1.262006871393661,0.37047799653787955
1,1,0,0,0,2,0,2,3,0,Presenters,-0.8439615521454406,1.1037943065050133,1.022901322532955
1,0,1,0,4,1,2,1,1,1,Leaders & Team Players,0.05377042388673934,1.0758540187280037,-0.49433732893681603
0,1,0,0,3,4,3,1,4,2,Communicators,1.2078063501118768,0.9492574673250485,-0.45103688154052646
0,0,0,0,4,3,1,3,3,0,Presenters,1.10272998888824,1.371378961024941,1.3691695795801075
0,3,0,3,1,3,3,0,4,2,Communicators,0.0032760921331485677,-0.48150765501044646,-1.3398053090045543
1,2,1,4,1,1,0,0,0,3,Project-Driven Builders,-1.3949994180001788,-0.21751855349368512,-0.6030184858819788
0,2,0,3,0,2,2,1,2,2,Communicators,-0.8402200756144502,-1.0014765530501555,-0.24154461532068577
2,4,1,0,0,4,4,2,4,3,Project-Driven Builders,1.0061968822847862,0.4991004173904888,-1.4540315275654725
2,3,1,3,2,0,1,2,4,3,Project-Driven Builders,-1.0022303367249639,0.9809349601507348,-0.5282649789697019
0,1,1,2,4,3,3,2,1,1,Leaders & Team Players,1.2893848699151518,0.005354360632048295,-0.5524960263590043
0,3,1,0,3,3,2,4,1,3,Project-Driven Builders,2.3693340615357266,-0.08489064714423601,0.3597608100234184
0,3,1,0,0,4,3,3,1,3,Project-Driven Builders,1.6437720531118014,-0.654137084599511,-0.5004520517025459
0,4,0,4,2,3,2,2,2,2,Communicators,0.8056586349696659,-1.3553176224780232,0.11108628336261678
2,1,0,2,3,2,0,0,2,2,Communicators,-0.9922899028270602,1.2263521986108847,0.5969490471551998
2,4,0,4,2,3,2,4,1,0,Presenters,0.44468091050731345,-1.3658359104026918,1.5920207992555044
1,0,1,3,3,0,0,2,3,1,Leaders & Team Players,-1.3209799997029794,1.599127461600784,0.1852471925844968
2,0,1,2,0,4,2,3,3,1,Leaders & Team Players,-0.6698406844001106,1.3837876767320474,0.32478726413008285
1,4,0,4,1,0,1,4,1,0,Presenters,-0.68913999184746,-1.8483988280585482,1.4694392858534189
1,4,1,1,4,2,0,3,1,3,Project-Driven Builders,1.7807200945106807,0.5459676439061577,0.5700013136930911
1,3,1,4,3,4,1,1,3,3,Project-Driven Builders,0.8368236122415282,0.9357490123102541,-0.7528240934629106
2,3,1,0,0,3,1,4,4,3,Project-Driven Builders,0.4859301347340959,1.5101943377229299,0.47658051575636945
1,2,0,3,4,3,4,3,2,0,Presenters,0.9225949951907634,-0.8904887373723904,0.527379234520937
0,2,1,2,1,1,3,2,1,3,Project-Driven Builders,-0.10818956947494113,-0.970533938469567,-0.9562936264053731
2,4,1,1,0,3,4,4,3,3,Project-Driven Builders,0.7901396263210617,-0.38503987410644885,-0.4347723781297404
1,3,0,1,4,1,4,0,2,2,Communicators,0.431492548965385,-0.7838698916146074,-1.125147614286688
2,3,1,0,4,2,1,1,0,3,Project-Driven Builders,1.040554111700609,0.7007576691270724,-0.18205033414109512
2,1,1,4,0,4,4,0,4,1,Leaders & Team Players,-1.2327030739552358,0.6716893625160106,-1.9667805568700611
0,3,1,4,4,2,0,0,0,3,Project-Driven Builders,0.665647876226862,-0.16275714818654566,-0.7330093562151442
0,4,0,4,2,2,0,1,0,2,Communicators,0.22297376332939994,-1.4533874862861864,0.5032056735236943
2,0,1,2,0,3,3,1,3,1,Leaders & Team Players,-1.339047358472804,1.0597822129652454,-0.9725347263772293
0,1,0,4,0,3,0,2,0,2,Communicators,-0.8820670811419865,-0.9281579496421918,1.3370791063295466
2,0,0,1,4,1,2,3,0,0,Presenters,-0.45442415135902026,-0.052730457368153086,1.793153744807384
2,3,1,3,3,2,2,1,3,3,Project-Driven Builders,-0.009698651089632335,0.7599013556435548,-0.9823578461938139
0,2,1,0,2,4,3,3,3,1,Leaders & Team Players,1.8925390083312477,0.6515377799609843,-0.5648958076967665
0,2,1,2,1,1,1,4,2,3,Project-Driven Builders,0.09727236645814626,-0.051580073345330456,0.4403641508265047
1,4,0,3,0,2,2,4,0,0,Presenters,0.04619903772255164,-2.258003168069222,1.3792629769669618
0,2,1,3,2,3,4,2,0,3,Project-Driven Builders,0.834606696273039,-1.4695748559506567,-0.9443639763110144
2,0,1,0,0,3,4,1,0,1,Leaders & Team Players,-0.7331525431918514,-0.050791746878872904,-0.8372298261756962
0,0,0,1,4,2,4,0,0,2,Communicators,0.2497190664201371,-0.9072275388584314,-0.5601138913089286
2,2,1,3,4,3,2,2,3,1,Leaders & Team Players,0.532320283097897,1.215273110558477,-0.27294582749977236
1,3,0,0,3,4,1,0,3,2,Communicators,1.2598602809989519,1.1318083788437974,-0.21824471010061913
2,3,1,0,0,4,2,1,3,3,Project-Driven Builders,0.42976131368219483,1.1753077670722847,-1.015091870008005
2,2,0,3,0,2,3,0,4,2,Communicators,-1.7754757454981518,0.027772531799826198,-0.9098425015840553
0,4,1,2,4,2,2,0,0,3,Project-Driven Builders,1.550555358047173,-0.7484570778319971,-1.490544958963775
2,1,1,0,4,0,4,0,2,1,Leaders & Team Players,-0.46336761530899967,0.7032335476837162,-1.7200272297990855
0,1,1,4,2,3,4,1,2,1,Leaders & Team Players,0.03349207673045312,-0.5617362452324222,-1.5692949380503838
0,4,1,1,1,1,1,2,2,3,Project-Driven Builders,0.640457372153397,-0.19654850720754566,-0.7616599658393334
0,4,0,2,1,2,0,3,2,0,Presenters,0.6175010168942451,-0.6330838572654339,1.0797929962229416
1,4,0,0,1,3,0,1,2,2,Communicators,0.7206531073704021,0.33439463873847325,0.409647032298103
2,1,0,4,3,3,2,3,0,0,Presenters,-0.36628965611143893,-0.7468722795656201,1.73422225069443
1,4,1,0,1,2,3,2,2,3,Project-Driven Builders,0.9726291122881078,-0.307273090999362,-1.1194414804036115
2,4,0,3,2,1,4,4,3,0,Presenters,-0.04886752652323888,-1.4116360514552768,0.5532415197904077
1,4,0,0,1,0,1,4,4,0,Presenters,0.09593010548641154,0.053341103255674316,1.0137873460017572
0,0,1,4,0,3,0,1,2,1,Leaders & Team Players,-1.1643231910832295,0.8269087518029961,-0.2960950266447222
1,4,0,0,0,2,3,2,1,0,Presenters,0.3857385383102952,-1.4886028220003191,-0.012914398893278793
2,0,1,1,0,1,1,3,0,1,Leaders & Team Players,-1.5184050871105848,0.3735248529011749,0.8991353776224481
2,2,0,1,3,0,0,2,0,0,Presenters,-0.7685165825927517,-0.04942523423271884,1.5655672939174732
2,0,0,4,3,3,1,3,2,0,Presenters,-0.8237850912133702,0.6223533352817735,1.8803783048153857
1,2,0,3,3,3,3,3,0,0,Presenters,0.6144942700012529,-1.4379760977674778,1.0857954860196701
0,2,0,0,1,4,3,0,0,2,Communicators,0.8571279825869571,-1.0273699783516077,-0.5520315456945591
1,2,1,2,4,1,1,1,0,3,Project-Driven Builders,0.2574159289942466,0.16148523879688545,-0.30418406974241374
2,2,0,0,2,0,3,1,3,2,Communicators,-0.9944635568266775,0.14817738355306265,-0.3242639560071657
0,2,1,0,3,3,2,3,1,1,Leaders & Team Players,1.8626524890360232,0.25662814162722125,0.03159331017719759
0,2,0,3,3,2,4,0,2,2,Communicators,0.0722316275909644,-1.1884925240581274,-1.175999097082848
0,2,1,0,4,4,2,1,3,1,Leaders & Team Players,2.146741809376217,1.474870073398163,-1.0859497495339683
0,0,0,1,4,0,3,0,1,2,Communicators,-0.5893485812388587,-0.45290491011254974,-0.5209905619128793
0,3,0,0,0,3,1,2,4,0,Presenters,0.5867858429254739,0.4859846419830796,0.15131574322568836
2,1,0,2,0,1,3,1,2,2,Communicators,-2.016438141013358,-0.511028827791573,-0.07323459750577074
0,3,1,3,2,1,2,0,1,3,Project-Driven Builders,-0.07041821298546194,-0.7399549403096676,-1.6605246122896296
0,1,0,2,4,4,4,4,4,0,Presenters,1.6611338626822154,0.09640306685162914,0.6853778808093013
1,3,1,4,4,1,2,3,0,3,Project-Driven Builders,0.5440474168964459,-1.0061151439799034,0.1830311312418884
0,4,1,3,0,1,2,2,3,3,Project-Driven Builders,-0.11536234359396158,-0.7037246426378407,-1.265204015998903
0,4,1,2,3,0,4,2,0,3,Project-Driven Builders,0.9252005705779626,-2.0631934141156183,-1.3496584037506547
2,3,1,2,0,1,4,0,0,3,Project-Driven Builders,-1.1030516028892388,-1.3924906229505907,-1.8257804047367432
1,0,0,4,3,0,4,2,3,2,Communicators,-1.6289374096735167,-0.6751176089652708,-0.04205017145629742
0,3,0,1,4,4,4,4,4,0,Presenters,2.5509279078384712,-0.22193992081511227,0.4115781635033357
0,3,0,2,2,1,3,3,2,0,Presenters,0.39374543703559645,-1.44253910555068,0.2780124991232444
0,0,1,2,3,1,0,3,1,1,Leaders & Team Players,-0.10627786459226865,0.815908037918761,0.8046486981025116
1,4,1,1,4,0,0,2,4,3,Project-Driven Builders,0.749680094603855,1.4878631626129515,-0.4625464699414023
1,0,0,0,2,0,0,2,1,0,Presenters,-1.2030542011147165,0.6129379098055544,1.4353802109450684
0,1,0,1,4,4,1,2,1,0,Presenters,1.486478599253504,0.39490060457949183,1.1299092345651893
2,1,1,4,1,1,0,0,3,1,Leaders & Team Players,-2.207107790724859,1.4446108428476803,-0.7133978419622015
0,0,0,0,2,0,1,3,1,0,Presenters,-0.6053827476585768,-0.10134170950101891,1.3889206634224949
2,4,1,1,0,0,2,1,4,3,Project-Driven Builders,-0.9968897649565325,0.5454730576944445,-1.5393129712830926
0,4,0,2,3,3,4,1,0,2,Communicators,1.582046209422141,-2.2105368740340032,-0.6268003778486778
1,1,1,4,1,4,1,3,4,1,Leaders & Team Players,-0.17255512296205933,1.3576539165804509,0.1996674920948045
1,4,1,3,0,3,1,2,4,3,Project-Driven Builders,0.17521998800666672,0.5839391739987871,-0.7835442439052025
1,1,0,2,3,3,1,4,3,0,Presenters,0.46492146562746184,0.7714564502182867,1.85370166623511
1,4,0,0,3,1,3,0,2,2,Communicators,0.6084157087379003,-0.637228869788818,-1.0032601597918882
2,1,1,1,0,0,1,4,2,1,Leaders & Team Players,-1.4584395315553005,0.6490201495365888,0.8684166406084696
2,1,1,2,2,2,0,0,1,1,Leaders & Team Players,-0.9875433368378944,1.3568385769205404,-0.309189578527197
2,2,0,4,3,2,0,1,2,2,Communicators,-0.9316882095630643,0.5021933376961342,0.928937182278489
0,0,1,1,1,3,3,0,2,1,Leaders & Team Players,-0.1835635095302283,0.5638951493773117,-1.6434509188451578
0,4,1,0,0,4,0,1,2,3,Project-Driven Builders,1.436667687984379,0.7134886212243594,-0.7873026392052056
1,0,1,0,0,2,0,0,0,1,Leaders & Team Players,-1.1210394132546135,1.0514486398064038,-0.32770056129204195
0,1,1,1,2,4,0,1,0,1,Leaders & Team Players,0.9384268128976277,0.8222267574147476,0.019400881169905862
2,4,0,1,3,0,4,1,3,2,Communicators,-0.17125555829159028,-0.7629581738803091,-0.8539855100031125
2,1,1,4,3,2,2,4,0,1,Leaders & Team Players,-0.27248947591683725,-0.3182772744241293,1.1317891394494854
2,1,1,3,2,1,1,3,0,1,Leaders & Team Players,-0.9775707981634153,0.02925676356156447,0.8652966367695483
0,4,1,4,2,2,0,0,1,3,Project-Driven Builders,0.30979125986987227,-0.33197222571940477,-1.1165762695184482
1,0,1,2,0,3,0,4,3,1,Leaders & Team Players,-0.6056679651864653,1.599145019693247,1.1447706607357633
0,0,0,4,3,2,0,1,1,2,Communicators,-0.8194624437530799,0.09136023753624022,0.9467902449445887
2,0,0,0,3,1,0,0,1,2,Communicators,-1.2192134321674288,1.3443780810026071,0.8181975441491722
1,4,0,2,1,3,2,2,2,0,Presenters,0.5533282976805998,-0.8484412002266338,0.2598095996172612
1,0,0,2,4,3,1,1,1,2,Communicators,0.009792518798621119,0.6753116821122843,0.9451262084125732
